019700,"1,355","1,291",6,189,0,19,157,296
019800,"1,141",5,0,275,0,2,19,260
019900,"1,092","1,266",4,117,0,16,107,327
020000,"1,369",7,2,487,0,4,13,383
020100,"1,472","1,375",3,148,0,22,130,271
020200,"1,360",9,0,363,0,6,11,125
020300,597,536,2,183,2,11,55,311
020400,"1,382",8,1,188,0,4,8,117
020500,"1,190",753,8,181,0,10,102,225
020600,"1,616",13,3,289,0,0,36,263
020700,"2,210","1,202",3,250,4,40,172,429
020800,"1,342",14,1,"1,287",0,3,50,351
021000,"1,645",27,1,"1,846",0,7,23,419
021100,147,545,2,39,0,4,23,450
021200,"1,217",23,0,"2,845",0,2,45,511
021300,451,"3,155",15,51,0,11,101,421
021400,"1,198",4,0,785,0,7,29,129
021500,"1,960","2,282",7,291,3,20,198,546
021600,"3,332",15,1,465,0,0,38,164
021700,673,"2,034",9,226,2,8,101,544
021800,"3,297",6,5,158,0,8,8,279
021900,688,"2,361",11,127,0,21,78,309
022000,"4,244",33,5,267,0,14,54,322
022100,582,"2,290",7,92,0,20,111,507
022200,"3,977",18,0,136,0,10,38,514
022400,"3,868",58,3,600,0,8,41,908
022600,612,16,18,475,0,1,33,"1,361"
022700,516,"2,431",8,143,0,17,94,245
022800,"1,701",76,9,908,0,8,69,535
022900,728,"2,108",12,121,4,19,96,307
023000,"3,273",47,5,251,0,2,53,884
023100,961,"1,464",8,137,1,16,113,325
023200,"4,909",16,1,376,2,3,36,356
023300,785,"2,927",9,109,2,6,88,"1,135"
023400,"4,924",10,0,10,0,14,27,74
023500,"2,114",507,2,181,1,6,81,"1,036"
023600,"5,249",8,5,241,0,10,34,53
023800,"4,367",2,0,24,0,3,26,168
024000,"4,378",38,2,57,0,1,25,192
024100,814,750,5,71,5,17,41,526
024200,"2,624",5,0,159,0,2,4,190
024300,598,"2,426",9,100,0,20,83,550
024400,"2,501",13,0,363,0,8,24,329
024500,371,"2,931",12,238,0,20,81,293
024600,"2,064",19,2,871,0,1,14,285
024700,187,"1,682",3,186,0,20,64,174
024800,"1,304",13,2,"1,051",0,5,14,309
